 v-sweep         vgs             id              id_w            gm_id           gm_gds          vov             gm_cgg         
 1.07000000e+00  1.05825230e+00  7.60595419e-05  7.60595419e+07  3.54726887e+00  2.77132247e+01  4.60348136e-01  1.70244643e+11 
 1.08000000e+00  1.06785417e+00  7.86372034e-05  7.86372034e+07  3.46395488e+00  2.70437456e+01  4.69871178e-01  1.71649681e+11 
 1.09000000e+00  1.07745250e+00  8.12377529e-05  8.12377529e+07  3.38398509e+00  2.63948613e+01  4.79390011e-01  1.73008028e+11 
 1.10000000e+00  1.08704742e+00  8.38604391e-05  8.38604391e+07  3.30715997e+00  2.57656653e+01  4.88904775e-01  1.74320492e+11 
 1.11000000e+00  1.09663903e+00  8.65045246e-05  8.65045246e+07  3.23329546e+00  2.51553043e+01  4.98415606e-01  1.75587842e+11 
 1.12000000e+00  1.10622745e+00  8.91692857e-05  8.91692857e+07  3.16222150e+00  2.45629747e+01  5.07922639e-01  1.76810814e+11 
 1.13000000e+00  1.11581278e+00  9.18540119e-05  9.18540119e+07  3.09378084e+00  2.39879195e+01  5.17426007e-01  1.77990122e+11 
 1.14000000e+00  1.12539514e+00  9.45580055e-05  9.45580055e+07  3.02782790e+00  2.34294251e+01  5.26925838e-01  1.79126459e+11 
 1.15000000e+00  1.13497463e+00  9.72805811e-05  9.72805811e+07  2.96422772e+00  2.28868184e+01  5.36422261e-01  1.80220499e+11 
 1.16000000e+00  1.14455135e+00  1.00021066e-04  1.00021066e+08  2.90285505e+00  2.23594639e+01  5.45915400e-01  1.81272906e+11 
 1.17000000e+00  1.15412540e+00  1.02778798e-04  1.02778798e+08  2.84359353e+00  2.18467615e+01  5.55405378e-01  1.82284332e+11 
 1.18000000e+00  1.16369690e+00  1.05553129e-04  1.05553129e+08  2.78633489e+00  2.13481434e+01  5.64892315e-01  1.83255419e+11 
 1.19000000e+00  1.17326593e+00  1.08343421e-04  1.08343421e+08  2.73097829e+00  2.08630724e+01  5.74376331e-01  1.84186804e+11 
 1.20000000e+00  1.18283259e+00  1.11149047e-04  1.11149047e+08  2.67742970e+00  2.03910396e+01  5.83857541e-01  1.85079114e+11 
 1.21000000e+00  1.19239697e+00  1.13969393e-04  1.13969393e+08  2.62560132e+00  1.99315624e+01  5.93336059e-01  1.85932971e+11 
 1.22000000e+00  1.20195918e+00  1.16803856e-04  1.16803856e+08  2.57541107e+00  1.94841829e+01  6.02811998e-01  1.86748992e+11 
 1.23000000e+00  1.21151929e+00  1.19651841e-04  1.19651841e+08  2.52678215e+00  1.90484659e+01  6.12285468e-01  1.87527787e+11 
 1.24000000e+00  1.22107741e+00  1.22512768e-04  1.22512768e+08  2.47964258e+00  1.86239979e+01  6.21756576e-01  1.88269961e+11 
 1.25000000e+00  1.23063362e+00  1.25386065e-04  1.25386065e+08  2.43392485e+00  1.82103850e+01  6.31225429e-01  1.88976112e+11 
 1.26000000e+00  1.24018800e+00  1.28271171e-04  1.28271171e+08  2.38956555e+00  1.78072523e+01  6.40692130e-01  1.89646831e+11 
 1.27000000e+00  1.24974065e+00  1.31167538e-04  1.31167538e+08  2.34650509e+00  1.74142424e+01  6.50156782e-01  1.90282705e+11 
 1.28000000e+00  1.25929164e+00  1.34074624e-04  1.34074624e+08  2.30468737e+00  1.70310141e+01  6.59619484e-01  1.90884309e+11 
 1.29000000e+00  1.26884105e+00  1.36991900e-04  1.36991900e+08  2.26405953e+00  1.66572417e+01  6.69080335e-01  1.91452215e+11 
 1.30000000e+00  1.27838897e+00  1.39918847e-04  1.39918847e+08  2.22457173e+00  1.62926141e+01  6.78539432e-01  1.91986982e+11 
 1.31000000e+00  1.28793548e+00  1.42854955e-04  1.42854955e+08  2.18617692e+00  1.59368336e+01  6.87996868e-01  1.92489164e+11 
 1.32000000e+00  1.29748065e+00  1.45799724e-04  1.45799724e+08  2.14883063e+00  1.55896153e+01  6.97452737e-01  1.92959301e+11 
 1.33000000e+00  1.30702456e+00  1.48752663e-04  1.48752663e+08  2.11249079e+00  1.52506866e+01  7.06907129e-01  1.93397928e+11 
 1.34000000e+00  1.31656728e+00  1.51713291e-04  1.51713291e+08  2.07711759e+00  1.49197861e+01  7.16360134e-01  1.93805564e+11 
 1.35000000e+00  1.32610888e+00  1.54681136e-04  1.54681136e+08  2.04267329e+00  1.45966633e+01  7.25811838e-01  1.94182720e+11 
 1.36000000e+00  1.33564944e+00  1.57655734e-04  1.57655734e+08  2.00912211e+00  1.42810779e+01  7.35262328e-01  1.94529895e+11 
 1.37000000e+00  1.34518903e+00  1.60636632e-04  1.60636632e+08  1.97643007e+00  1.39727990e+01  7.44711688e-01  1.94847574e+11 
 1.38000000e+00  1.35472771e+00  1.63623383e-04  1.63623383e+08  1.94456490e+00  1.36716051e+01  7.54160000e-01  1.95136231e+11 
 1.39000000e+00  1.36426556e+00  1.66615551e-04  1.66615551e+08  1.91349592e+00  1.33772835e+01  7.63607346e-01  1.95396324e+11 
 1.40000000e+00  1.37380264e+00  1.69612706e-04  1.69612706e+08  1.88319393e+00  1.30896294e+01  7.73053804e-01  1.95628300e+11 
 1.41000000e+00  1.38333901e+00  1.72614427e-04  1.72614427e+08  1.85363113e+00  1.28084461e+01  7.82499452e-01  1.95832591e+11 
 1.42000000e+00  1.39287474e+00  1.75620301e-04  1.75620301e+08  1.82478102e+00  1.25335443e+01  7.91944368e-01  1.96009613e+11 
 1.43000000e+00  1.40240989e+00  1.78629922e-04  1.78629922e+08  1.79661834e+00  1.22647419e+01  8.01388626e-01  1.96159769e+11 
 1.44000000e+00  1.41194453e+00  1.81642892e-04  1.81642892e+08  1.76911897e+00  1.20018633e+01  8.10832299e-01  1.96283445e+11 
 1.45000000e+00  1.42147871e+00  1.84658820e-04  1.84658820e+08  1.74225989e+00  1.17447397e+01  8.20275460e-01  1.96381011e+11 
 1.46000000e+00  1.43101249e+00  1.87677323e-04  1.87677323e+08  1.71601911e+00  1.14932084e+01  8.29718181e-01  1.96452822e+11 
 1.47000000e+00  1.44054593e+00  1.90698023e-04  1.90698023e+08  1.69037559e+00  1.12471124e+01  8.39160529e-01  1.96499216e+11 
 1.48000000e+00  1.45007909e+00  1.93720550e-04  1.93720550e+08  1.66530920e+00  1.10063005e+01  8.48602575e-01  1.96520514e+11 
 1.49000000e+00  1.45961202e+00  1.96744539e-04  1.96744539e+08  1.64080067e+00  1.07706270e+01  8.58044384e-01  1.96517021e+11 
 1.50000000e+00  1.46914478e+00  1.99769634e-04  1.99769634e+08  1.61683155e+00  1.05399512e+01  8.67486024e-01  1.96489022e+11 
 1.51000000e+00  1.47867743e+00  2.02795483e-04  2.02795483e+08  1.59338415e+00  1.03141375e+01  8.76927559e-01  1.96436788e+11 
 1.52000000e+00  1.48821001e+00  2.05821739e-04  2.05821739e+08  1.57044150e+00  1.00930547e+01  8.86369053e-01  1.96360569e+11 
 1.53000000e+00  1.49774258e+00  2.08848063e-04  2.08848063e+08  1.54798733e+00  9.87657671e+00  8.95810568e-01  1.96260600e+11 
 1.54000000e+00  1.50727519e+00  2.11874120e-04  2.11874120e+08  1.52600600e+00  9.66458132e+00  9.05252167e-01  1.96137094e+11 
 1.55000000e+00  1.51680790e+00  2.14899581e-04  2.14899581e+08  1.50448251e+00  9.45695075e+00  9.14693910e-01  1.95990249e+11 
 1.56000000e+00  1.52634075e+00  2.17924121e-04  2.17924121e+08  1.48340243e+00  9.25357119e+00  9.24135857e-01  1.95820244e+11 
 1.57000000e+00  1.53587379e+00  2.20947421e-04  2.20947421e+08  1.46275188e+00  9.05433268e+00  9.33578066e-01  1.95627238e+11 
 1.58000000e+00  1.54540707e+00  2.23969167e-04  2.23969167e+08  1.44251752e+00  8.85912901e+00  9.43020596e-01  1.95411374e+11 
 1.59000000e+00  1.55494063e+00  2.26989047e-04  2.26989047e+08  1.42268650e+00  8.66785753e+00  9.52463505e-01  1.95172775e+11 
 1.60000000e+00  1.56447454e+00  2.30006757e-04  2.30006757e+08  1.40324645e+00  8.48041900e+00  9.61906847e-01  1.94911545e+11 
 1.61000000e+00  1.57400882e+00  2.33021994e-04  2.33021994e+08  1.38418544e+00  8.29671753e+00  9.71350679e-01  1.94627774e+11 
 1.62000000e+00  1.58354353e+00  2.36034461e-04  2.36034461e+08  1.36549199e+00  8.11666039e+00  9.80795056e-01  1.94321531e+11 
 1.63000000e+00  1.59307872e+00  2.39043863e-04  2.39043863e+08  1.34715500e+00  7.94015793e+00  9.90240031e-01  1.93992868e+11 
 1.64000000e+00  1.60261442e+00  2.42049910e-04  2.42049910e+08  1.32916379e+00  7.76712344e+00  9.99685659e-01  1.93641823e+11 
 1.65000000e+00  1.61215069e+00  2.45052315e-04  2.45052315e+08  1.31150804e+00  7.59747306e+00  1.00913199e+00  1.93268416e+11 
 1.66000000e+00  1.62168756e+00  2.48050793e-04  2.48050793e+08  1.29417776e+00  7.43112567e+00  1.01857908e+00  1.92872654e+11 
 1.67000000e+00  1.63122509e+00  2.51045065e-04  2.51045065e+08  1.27716332e+00  7.26800283e+00  1.02802698e+00  1.92454527e+11 
 1.68000000e+00  1.64076330e+00  2.54034851e-04  2.54034851e+08  1.26045542e+00  7.10802859e+00  1.03747574e+00  1.92014017e+11 
 1.69000000e+00  1.65030225e+00  2.57019877e-04  2.57019877e+08  1.24404503e+00  6.95112953e+00  1.04692541e+00  1.91551090e+11 
 1.70000000e+00  1.65984198e+00  2.59999869e-04  2.59999869e+08  1.22792343e+00  6.79723456e+00  1.05637604e+00  1.91065706e+11 
 1.71000000e+00  1.66938253e+00  2.62974557e-04  2.62974557e+08  1.21208219e+00  6.64627489e+00  1.06582768e+00  1.90557815e+11 
 1.72000000e+00  1.67892394e+00  2.65943671e-04  2.65943671e+08  1.19651312e+00  6.49818398e+00  1.07528038e+00  1.90027361e+11 
 1.73000000e+00  1.68846625e+00  2.68906946e-04  2.68906946e+08  1.18120831e+00  6.35289740e+00  1.08473419e+00  1.89474287e+11 
 1.74000000e+00  1.69800950e+00  2.71864116e-04  2.71864116e+08  1.16616005e+00  6.21035279e+00  1.09418915e+00  1.88898530e+11 
 1.75000000e+00  1.70755374e+00  2.74814917e-04  2.74814917e+08  1.15136090e+00  6.07048982e+00  1.10364532e+00  1.88300034e+11 
 1.76000000e+00  1.71709900e+00  2.77759087e-04  2.77759087e+08  1.13680362e+00  5.93325006e+00  1.11310275e+00  1.87678742e+11 
 1.77000000e+00  1.72664532e+00  2.80696366e-04  2.80696366e+08  1.12248119e+00  5.79857697e+00  1.12256148e+00  1.87034607e+11 
 1.78000000e+00  1.73619275e+00  2.83626494e-04  2.83626494e+08  1.10838677e+00  5.66641582e+00  1.13202155e+00  1.86367592e+11 
 1.79000000e+00  1.74574133e+00  2.86549210e-04  2.86549210e+08  1.09451372e+00  5.53671365e+00  1.14148303e+00  1.85677673e+11 
 1.80000000e+00  1.75529109e+00  2.89464257e-04  2.89464257e+08  1.08085559e+00  5.40941916e+00  1.15094594e+00  1.84964841e+11 
